docentry;revisi;U_IDU_FPajak;docnum;docdate;cardcode;cardname;NumAtCard
91379;081.007-23.17037402;080.007-23.17037402;302803412;2023-02-13 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302113783
91383;081.007-23.17037406;080.007-23.17037406;302803414;2023-02-13 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302113766
91397;081.007-23.17037419;080.007-23.17037419;302803419;2023-02-13 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302113740
91418;081.007-23.17037439;080.007-23.17037439;302803421;2023-02-13 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302113940
95684;081.007-23.17041601;080.007-23.17041601;302204930;2023-02-21 00:00:00.000;PS0531;ALAN DARMA SAPUTRA;SO202302121692
95685;081.007-23.17041602;080.007-23.17041602;302204931;2023-02-21 00:00:00.000;RS3109;PT KUMPULAN PENCARI KANGTAU;SO202302121693
95687;081.007-23.17041603;080.007-23.17041603;302401180;2023-02-20 00:00:00.000;CT0008;CV. ALSYURAFA;SO202302120734
95690;081.007-23.17041605;080.007-23.17041605;302401181;2023-02-20 00:00:00.000;RS2705;ARLINI SYAH;SO202302120740
95700;081.007-23.17041615;080.007-23.17041615;302401184;2023-02-20 00:00:00.000;RS0369;PT. INTERCONTINENTAL CULINARY;SO202302120776
95707;081.007-23.17041622;080.007-23.17041622;302401186;2023-02-20 00:00:00.000;PS0308;ADINDA FITRANIA;SO202302120779
95709;081.007-23.17041624;080.007-23.17041624;302401188;2023-02-20 00:00:00.000;RS0985;PT. INDOBOGA JAYA KUSUMA;SO202302120790
95711;081.007-23.17041626;080.007-23.17041626;302401189;2023-02-20 00:00:00.000;RS0515;PT. PRESTASI LANCAR ABADI;SO202302120793
95716;081.007-23.17041631;080.007-23.17041631;302401190;2023-02-20 00:00:00.000;PS0284;ANGGA FAJRIAN GUMILAR;SO202302120796
95721;081.007-23.17041636;080.007-23.17041636;302304296;2023-02-20 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302115506
95722;081.007-23.17041637;080.007-23.17041637;302204942;2023-02-21 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302121744
95723;081.007-23.17041638;080.007-23.17041638;302401192;2023-02-20 00:00:00.000;RS1450;PT CIPTA REJEKI BERSAMA;SO202302120803
95724;081.007-23.17041639;080.007-23.17041639;302304297;2023-02-20 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302115511
95725;081.007-23.17041640;080.007-23.17041640;302204943;2023-02-21 00:00:00.000;RS1128;PT. RASUNA SETIABUDI RAYA;SO202302121750
95726;081.007-23.17041641;080.007-23.17041641;302204944;2023-02-21 00:00:00.000;RS0428;PT. M. RAMEN;SO202302121756
95727;081.007-23.17041642;080.007-23.17041642;302204945;2023-02-21 00:00:00.000;RS2551;PT. BERKAH ARUNA KULINER;SO202302121758
95728;081.007-23.17041643;080.007-23.17041643;302204946;2023-02-21 00:00:00.000;RS2589;PT RAJA FOOD INTERNATIONAL;SO202302121759
95729;081.007-23.17041644;080.007-23.17041644;302204947;2023-02-21 00:00:00.000;RS1401;PT PAWON BOGA INTERNUSA;SO202302121763
95733;081.007-23.17041648;080.007-23.17041648;302204950;2023-02-21 00:00:00.000;RS1959;PT FUKUMIMI BERKAH BERSAMA;SO202302121783
95734;081.007-23.17041649;080.007-23.17041649;302401194;2023-02-20 00:00:00.000;RS2705;ARLINI SYAH;SO202302120852
95738;081.007-23.17041650;080.007-23.17041650;302304300;2023-02-20 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302115516
95740;081.007-23.17041651;080.007-23.17041651;302304301;2023-02-20 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302115526
95741;081.007-23.17041652;080.007-23.17041652;302304302;2023-02-20 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302115535
95746;081.007-23.17041657;080.007-23.17041657;302304303;2023-02-28 00:00:00.000;UM0542;MISC DB;SO202302128171
95748;081.007-23.17041659;080.007-23.17041659;302304304;2023-02-28 00:00:00.000;UM0542;MISC DB;SO202302128148
95751;081.007-23.17041664;080.007-23.17041664;302204952;2023-02-21 00:00:00.000;RS0161;PT.INDOFOOD COMSA SUKSES MAKMUR;SO202302121795
95756;081.007-23.17041669;080.007-23.17041669;302204954;2023-02-21 00:00:00.000;RS2883;PT PISON RESTOKOPI PRIMA;SO202302121806
95763;081.007-23.17041676;080.007-23.17041676;302204958;2023-02-21 00:00:00.000;RS2765;PT MDA WABISABI KUNINGAN;SO202302121817
95780;081.007-23.17041691;080.007-23.17041691;302204961;2023-02-21 00:00:00.000;RS2080;PT SARANA TRANSAKSI;SO202302121825
95784;081.007-23.17041695;080.007-23.17041695;302204962;2023-02-21 00:00:00.000;RS0657;PT. AL JAZEERAH RESTAURANT;SO202302121836
95787;081.007-23.17041698;080.007-23.17041698;302103693;2023-02-21 00:00:00.000;EC0014;ONLINE INSTAGRAM;SO202302119929
95788;081.007-23.17041699;080.007-23.17041699;302204964;2023-02-21 00:00:00.000;RS0985;PT. INDOBOGA JAYA KUSUMA;SO202302121839
86439;081.002-23.98139494;080.002-23.98139494;302802453;2023-02-11 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302113813
86456;081.002-23.98139506;080.002-23.98139506;302802460;2023-02-09 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302110545
86481;081.002-23.98139523;080.002-23.98139523;302802475;2023-02-08 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302110042
86489;081.002-23.98139530;080.002-23.98139530;302802479;2023-02-09 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302110743
95804;081.007-23.17041715;080.007-23.17041715;302103701;2023-02-23 00:00:00.000;EC0014;ONLINE INSTAGRAM;SO202302122937
95809;081.007-23.17041720;080.007-23.17041720;302204971;2023-02-21 00:00:00.000;RS2957;PT CIPTA BOGA MAJU;SO202302121882
95812;081.007-23.17041723;080.007-23.17041723;302103707;2023-02-22 00:00:00.000;SM0051;PT. SWALAYAN SUKSES ABADI;SO202302122379
95826;081.007-23.17041737;080.007-23.17041737;302204978;2023-02-21 00:00:00.000;RS0412;PT. LEGENDA KULINER;SO202302121998
95828;081.007-23.17041739;080.007-23.17041739;302204979;2023-02-21 00:00:00.000;DS0183;PT ATHAN GEMILANG PERKASA;SO202302122023
95833;081.007-23.17041744;080.007-23.17041744;302204983;2023-02-21 00:00:00.000;RS0193;PT. API METRA BOGA;SO202302122060
95837;081.007-23.17041748;080.007-23.17041748;302304307;2023-02-28 00:00:00.000;HT0261;PT PUTRA ADHI PRIMA;SO202302127806
95838;081.007-23.17041749;080.007-23.17041749;302204987;2023-02-21 00:00:00.000;RS2465;PT YAOMBE BANYU LESTARI;SO202302122069
95839;081.007-23.17041750;080.007-23.17041750;302304308;2023-02-28 00:00:00.000;OT0030;FRENGKY;SO202302128005
95850;081.007-23.17041761;080.007-23.17041761;302204991;2023-02-21 00:00:00.000;RS0465;PT. MORELLO;SO202302122077
95855;081.007-23.17041766;080.007-23.17041766;302204995;2023-02-21 00:00:00.000;PS0591;VIKING VISKAR;SO202302122084
95858;081.007-23.17041769;080.007-23.17041769;302204998;2023-02-21 00:00:00.000;RS1643;PT.OKUZONO NIPPINDO PARADISO;SO202302122096
95867;081.007-23.17041778;080.007-23.17041778;302304313;2023-02-21 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302120989
95872;081.007-23.17041783;080.007-23.17041783;302205002;2023-02-21 00:00:00.000;RS1991;PT AMBER BERKAT INTERNUSA;SO202302122131
95873;081.007-23.17041784;080.007-23.17041784;302103730;2023-02-24 00:00:00.000;SM0030;PT. LOTTE MART INDONESIA;SO202302124422
95874;081.007-23.17041785;080.007-23.17041785;302103731;2023-02-24 00:00:00.000;SM0051;PT. SWALAYAN SUKSES ABADI;SO202302126011
95876;081.007-23.17041787;080.007-23.17041787;302205004;2023-02-21 00:00:00.000;RS1991;PT AMBER BERKAT INTERNUSA;SO202302122135
95877;081.007-23.17041788;080.007-23.17041788;302205005;2023-02-21 00:00:00.000;RS1991;PT AMBER BERKAT INTERNUSA;SO202302122137
95878;081.007-23.17041789;080.007-23.17041789;302103732;2023-02-24 00:00:00.000;SM0051;PT. SWALAYAN SUKSES ABADI;SO202302126026
95879;081.007-23.17041790;080.007-23.17041790;302205006;2023-02-21 00:00:00.000;RS1241;PT. ASTOWA FOOD INDONESIA;SO202302122145
95881;081.007-23.17041792;080.007-23.17041792;302103733;2023-02-24 00:00:00.000;SM0051;PT. SWALAYAN SUKSES ABADI;SO202302125086
95882;081.007-23.17041793;080.007-23.17041793;302103734;2023-02-24 00:00:00.000;SM0051;PT. SWALAYAN SUKSES ABADI;SO202302125727
95884;081.007-23.17041795;080.007-23.17041795;302205008;2023-02-21 00:00:00.000;RS1241;PT. ASTOWA FOOD INDONESIA;SO202302122155
95885;081.007-23.17041796;080.007-23.17041796;302304315;2023-02-22 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302122677
95886;081.007-23.17041797;080.007-23.17041797;302205009;2023-02-21 00:00:00.000;RS0209;PT. BALDMAN GROUP;SO202302122156
95888;081.007-23.17041799;080.007-23.17041799;302205010;2023-02-21 00:00:00.000;RS1241;PT. ASTOWA FOOD INDONESIA;SO202302122158
95895;081.007-23.17041806;080.007-23.17041806;302304322;2023-02-23 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302124744
95900;081.007-23.17041811;080.007-23.17041811;302804458;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122773
95901;081.007-23.17041812;080.007-23.17041812;302804459;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122777
95904;081.007-23.17041815;080.007-23.17041815;302205013;2023-02-21 00:00:00.000;RS2979;PT PETIQ BERKAT BERSAMA;SO202302122169
95905;081.007-23.17041816;080.007-23.17041816;302804461;2023-02-20 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122071
95906;081.007-23.17041817;080.007-23.17041817;302804462;2023-02-20 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122063
92239;081.007-23.17038260;080.007-23.17038260;302401013;2023-02-23 00:00:00.000;DS0302;MOHAMAD WIJANARKO,SE;SO202302124758
94357;081.007-23.17040318;080.007-23.17040318;302204581;2023-02-28 00:00:00.000;OT0159;KEVIN JEREMY KAONANG;SO202302125499
94359;081.007-23.17040320;080.007-23.17040320;302204583;2023-02-28 00:00:00.000;RC0012;WILLIAM ISNA KUSWONDO;SO202302126544
94363;081.007-23.17040324;080.007-23.17040324;302204585;2023-02-28 00:00:00.000;RC0083;DANANG YUDA PRAWIRA;SO202302126557
94364;081.007-23.17040325;080.007-23.17040325;302204586;2023-02-28 00:00:00.000;RC0083;DANANG YUDA PRAWIRA;SO202302126558
94365;081.007-23.17040326;080.007-23.17040326;302204587;2023-02-28 00:00:00.000;RC0083;DANANG YUDA PRAWIRA;SO202302126559
94366;081.007-23.17040327;080.007-23.17040327;302204588;2023-02-28 00:00:00.000;RC0083;DANANG YUDA PRAWIRA;SO202302126560
94368;081.007-23.17040329;080.007-23.17040329;302204589;2023-02-28 00:00:00.000;RC0083;DANANG YUDA PRAWIRA;SO202302126561
95487;081.007-23.17041417;080.007-23.17041417;302204872;2023-02-21 00:00:00.000;CT0008;CV. ALSYURAFA;SO202302121387
96313;081.007-23.17042216;080.007-23.17042216;302205075;2023-02-21 00:00:00.000;PS0410;PT HEIHEI SUKSES CEMERLANG;SO202302120942
96314;081.007-23.17042217;080.007-23.17042217;302804536;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122525
96315;081.007-23.17042218;080.007-23.17042218;302205076;2023-02-21 00:00:00.000;RS2369;PT BENTANG ENERGI NUSANTARA;SO202302120988
96316;081.007-23.17042219;080.007-23.17042219;302804537;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122530
96317;081.007-23.17042220;080.007-23.17042220;302804538;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122529
96319;081.007-23.17042222;080.007-23.17042222;302304430;2023-02-21 00:00:00.000;RS1479;PT TIGA ROTI PERDANA;SO202302121781
96320;081.007-23.17042223;080.007-23.17042223;302304431;2023-02-21 00:00:00.000;RS1479;PT TIGA ROTI PERDANA;SO202302121787
96321;081.007-23.17042224;080.007-23.17042224;302502353;2023-02-22 00:00:00.000;RS1440;PT.KITCHENETTE LESTARI;SO202302122365
96323;081.007-23.17042226;080.007-23.17042226;302804539;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122532
96324;081.007-23.17042227;080.007-23.17042227;302304433;2023-02-21 00:00:00.000;RS1479;PT TIGA ROTI PERDANA;SO202302121789
96325;081.007-23.17042228;080.007-23.17042228;302205077;2023-02-21 00:00:00.000;RC0077;PT CARMELOVA ANUGRAH INDONESIA;SO202302120990
96326;081.007-23.17042229;080.007-23.17042229;302502354;2023-02-22 00:00:00.000;RS1440;PT.KITCHENETTE LESTARI;SO202302121952
96327;081.007-23.17042230;080.007-23.17042230;302804540;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122531
96330;081.007-23.17042233;080.007-23.17042233;302205078;2023-02-21 00:00:00.000;RC0113;CV PRATAMA SHELLINDO;SO202302121006
96336;081.007-23.17042239;080.007-23.17042239;302205080;2023-02-21 00:00:00.000;RS1016;PT. BUMI BERKAH AGRO INDONESIA;SO202302121036
96339;081.007-23.17042242;080.007-23.17042242;302304441;2023-02-21 00:00:00.000;RS2506;PT. MEGAH SUKSES GEMILANG;SO202302122073
96342;081.007-23.17042245;080.007-23.17042245;302304443;2023-02-21 00:00:00.000;RS1554;PT.MARCHE INTERNATIONAL;SO202302122128
96343;081.007-23.17042246;080.007-23.17042246;302304444;2023-02-21 00:00:00.000;RS1554;PT.MARCHE INTERNATIONAL;SO202302122129
96344;081.007-23.17042247;080.007-23.17042247;302205082;2023-02-21 00:00:00.000;RS2533;PT TITIK TEMU CIPETE;SO202302121134
96346;081.007-23.17042249;080.007-23.17042249;302304445;2023-02-21 00:00:00.000;RS1554;PT.MARCHE INTERNATIONAL;SO202302122196
96347;081.007-23.17042250;080.007-23.17042250;302304446;2023-02-21 00:00:00.000;RS2106;PT DAISEI SELERA INDONESIA;SO202302122217
96351;081.007-23.17042254;080.007-23.17042254;302804541;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122534
96352;081.007-23.17042255;080.007-23.17042255;302304448;2023-02-21 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302122411
96354;081.007-23.17042257;080.007-23.17042257;302804542;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122539
96355;081.007-23.17042258;080.007-23.17042258;302304449;2023-02-21 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302122412
96356;081.007-23.17042259;080.007-23.17042259;302804543;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122536
96357;081.007-23.17042260;080.007-23.17042260;302304450;2023-02-21 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302122413
85822;081.002-23.98138911;080.002-23.98138911;302802344;2023-02-10 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302112486
85833;081.002-23.98138922;080.002-23.98138922;302802348;2023-02-02 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302104430
85844;081.002-23.98138932;080.002-23.98138932;302802352;2023-02-04 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302106279
95930;081.007-23.17041841;080.007-23.17041841;302103737;2023-02-24 00:00:00.000;SM0051;PT. SWALAYAN SUKSES ABADI;SO202302125729
95933;081.007-23.17041844;080.007-23.17041844;302103738;2023-02-24 00:00:00.000;SM0051;PT. SWALAYAN SUKSES ABADI;SO202302125731
95934;081.007-23.17041845;080.007-23.17041845;302804471;2023-02-20 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302121255
95938;081.007-23.17041849;080.007-23.17041849;302804473;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122779
95939;081.007-23.17041850;080.007-23.17041850;302103740;2023-02-24 00:00:00.000;SM0051;PT. SWALAYAN SUKSES ABADI;SO202302126013
95941;081.007-23.17041852;080.007-23.17041852;302804474;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122780
95943;081.007-23.17041854;080.007-23.17041854;302205025;2023-02-21 00:00:00.000;RS1854;PT ARTHA KOMUNITAS KITA;SO202302122211
95944;081.007-23.17041855;080.007-23.17041855;302804476;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122784
95947;081.007-23.17041858;080.007-23.17041858;302804478;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122787
95948;081.007-23.17041859;080.007-23.17041859;302804479;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122745
95949;081.007-23.17041860;080.007-23.17041860;302205027;2023-02-21 00:00:00.000;RC0148;CV BAGYA SEMPULUR;SO202302122218
95951;081.007-23.17041862;080.007-23.17041862;302205028;2023-02-21 00:00:00.000;RC0117;CV ABIPRAYA SHELLINDO ARTAPRADANA;SO202302122219
95952;081.007-23.17041863;080.007-23.17041863;302804481;2023-02-21 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302122747
95955;081.007-23.17041866;080.007-23.17041866;302205030;2023-02-21 00:00:00.000;RS1943;PT NAFEEZA RADHYA BOGATAMA;SO202302122225
95962;081.007-23.17041873;080.007-23.17041873;302103747;2023-02-23 00:00:00.000;RS3047;PT MAEERA KARYA NUSANTARA;SO202302124633
95963;081.007-23.17041874;080.007-23.17041874;302103748;2023-02-23 00:00:00.000;RS3047;PT MAEERA KARYA NUSANTARA;SO202302124634
95964;081.007-23.17041875;080.007-23.17041875;302304330;2023-02-24 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302125039
95966;081.007-23.17041877;080.007-23.17041877;302304332;2023-02-28 00:00:00.000;DS0247;PT TRIVALE MITRA NIAGA;SO202302128755
95970;081.007-23.17041881;080.007-23.17041881;302304336;2023-02-28 00:00:00.000;HT0073;PT. PERMATA BIRAMA SAKTI;SO202302128195
95972;081.007-23.17041883;080.007-23.17041883;302304338;2023-02-28 00:00:00.000;RS2445;PT ALLEGRO JAYA LESTARI;SO202302128194
95987;081.007-23.17041899;080.007-23.17041899;302103750;2023-02-21 00:00:00.000;FC0034;FOC YL;SO202302121149
95988;081.007-23.17041900;080.007-23.17041900;302103751;2023-02-21 00:00:00.000;FC0047;FOC ECHA;SO202302121785
95993;081.007-23.17041904;080.007-23.17041904;302304341;2023-02-22 00:00:00.000;RS0039;CV. CAHAYA SAKTI;SO202302122887
95994;081.007-23.17041905;080.007-23.17041905;302103754;2023-02-02 00:00:00.000;EC0016;ONLINE BLIBLI;SO202302124273
95995;081.007-23.17041906;080.007-23.17041906;302103755;2023-02-02 00:00:00.000;EC0016;ONLINE BLIBLI;SO202302127350
95996;081.007-23.17041907;080.007-23.17041907;302304342;2023-02-22 00:00:00.000;RS2775;PT SUN SIERRA FOOD INDONESIA;SO202302122989
95998;081.007-23.17041909;080.007-23.17041909;302304344;2023-02-22 00:00:00.000;RS2993;PT GASTRO SARANA BERKA;SO202302123174
96000;081.007-23.17041911;080.007-23.17041911;302304345;2023-02-22 00:00:00.000;RS2106;PT DAISEI SELERA INDONESIA;SO202302123588
96003;081.007-23.17041914;080.007-23.17041914;302103758;2023-02-10 00:00:00.000;RS0175;PT. AGUNG MANDIRI LESTARI;SO202302108595
96006;081.007-23.17041917;080.007-23.17041917;302304348;2023-02-22 00:00:00.000;CT0205;PT KULINER JALAN LANGIT;SO202302120814
96008;081.007-23.17041919;080.007-23.17041919;302304349;2023-02-22 00:00:00.000;RS2422;PT GALERI RUMAH CAPUNG;SO202302121235
96009;081.007-23.17041920;080.007-23.17041920;302304350;2023-02-22 00:00:00.000;RS2422;PT GALERI RUMAH CAPUNG;SO202302121236
96010;081.007-23.17041921;080.007-23.17041921;302304351;2023-02-22 00:00:00.000;RS2927;PT EMA INTI MITRA;SO202302121173
85938;081.002-23.98139023;080.002-23.98139023;302802363;2023-02-06 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302106713
85944;081.002-23.98139029;080.002-23.98139029;302802366;2023-02-06 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302106715
85946;081.002-23.98139031;080.002-23.98139031;302802367;2023-02-07 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302108395
85953;081.002-23.98139038;080.002-23.98139038;302802371;2023-02-06 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302106755
90986;081.007-23.17037012;080.007-23.17037012;302803298;2023-02-11 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302113728
96059;081.007-23.17041970;080.007-23.17041970;302103788;2023-02-16 00:00:00.000;FC0026;FOC RZ;SO202302115536
96067;081.007-23.17041978;080.007-23.17041978;302103796;2023-02-17 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302117772
96071;081.007-23.17041982;080.007-23.17041982;302103800;2023-02-17 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302117773
96072;081.007-23.17041983;080.007-23.17041983;302103801;2023-02-17 00:00:00.000;CT0037;PT. KITCHENETTE LESTARI;SO202302118010
96075;081.007-23.17041986;080.007-23.17041986;302103804;2023-02-17 00:00:00.000;CT0037;PT. KITCHENETTE LESTARI;SO202302117761
96080;081.007-23.17041991;080.007-23.17041991;302103809;2023-02-17 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302120492
96082;081.007-23.17041993;080.007-23.17041993;302401195;2023-02-28 00:00:00.000;UM0934;UD BABY AND MILK;SO202302128169
96083;081.007-23.17041994;080.007-23.17041994;302401196;2023-02-28 00:00:00.000;PS1047;SYIFA ABDURRAHMAN THAHER;SO202302127973
96085;081.007-23.17041996;080.007-23.17041996;302401197;2023-02-28 00:00:00.000;PS0567;HENDRY MULYADI CHANDRA;SO202302128050
96088;081.007-23.17041999;080.007-23.17041999;302401199;2023-02-28 00:00:00.000;RS0304;PT. ELDORA ENTERTAINMENT;SO202302128130
96089;081.007-23.17042000;080.007-23.17042000;302205033;2023-02-28 00:00:00.000;HT0091;PT. SURYAMAS DUTAMAKMUR;SO202302128630
96090;081.007-23.17042001;080.007-23.17042001;302401200;2023-02-28 00:00:00.000;RS3089;DEDY TANZIL;SO202302127751
96091;081.007-23.17042002;080.007-23.17042002;302205034;2023-02-28 00:00:00.000;HT0091;PT. SURYAMAS DUTAMAKMUR;SO202302128634
96092;081.007-23.17042003;080.007-23.17042003;302401201;2023-02-28 00:00:00.000;DS0229;DANIEL SUGIARTO;SO202302128006
96093;081.007-23.17042004;080.007-23.17042004;302205035;2023-02-28 00:00:00.000;HT0091;PT. SURYAMAS DUTAMAKMUR;SO202302128638
96094;081.007-23.17042005;080.007-23.17042005;302205036;2023-02-28 00:00:00.000;HT0259;PT MNC LIDO HOTEL;SO202302128457
96095;081.007-23.17042006;080.007-23.17042006;302103811;2023-02-28 00:00:00.000;HT0241;PT.KHARISMA JAWARA ABADI;SO202302128307
96096;081.007-23.17042007;080.007-23.17042007;302205037;2023-02-28 00:00:00.000;HT0259;PT MNC LIDO HOTEL;SO202302128458
96097;081.007-23.17042008;080.007-23.17042008;302804483;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119629
96101;081.007-23.17042012;080.007-23.17042012;302205038;2023-02-28 00:00:00.000;HT0259;PT MNC LIDO HOTEL;SO202302128460
96102;081.007-23.17042013;080.007-23.17042013;302804486;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119880
96103;081.007-23.17042014;080.007-23.17042014;302804487;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119635
96105;081.007-23.17042016;080.007-23.17042016;302103814;2023-02-28 00:00:00.000;RS2724;PT. STUJA KOPI INDONESIA;SO202302128391
96112;081.007-23.17042023;080.007-23.17042023;302804489;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119804
96118;081.007-23.17042029;080.007-23.17042029;302804492;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119652
96126;081.007-23.17042037;080.007-23.17042037;302304373;2023-02-21 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302122332
96128;081.007-23.17042039;080.007-23.17042039;302205045;2023-02-28 00:00:00.000;HT0116;PT. PERMADANI KHATULISTIWA NUSANTARA;SO202302128260
96129;081.007-23.17042040;080.007-23.17042040;302103818;2023-02-28 00:00:00.000;HT0119;PT. PRIMA ADHITAMA INTERNATIONAL DEVELOPMENT;SO202302128436
96132;081.007-23.17042043;080.007-23.17042043;302205046;2023-02-28 00:00:00.000;HT0116;PT. PERMADANI KHATULISTIWA NUSANTARA;SO202302128261
96133;081.007-23.17042044;080.007-23.17042044;302304374;2023-02-20 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302120029
96135;081.007-23.17042046;080.007-23.17042046;302304375;2023-02-20 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302120120
85679;081.002-23.98138770;080.002-23.98138770;302802324;2023-02-07 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302108988
85687;081.002-23.98138778;080.002-23.98138778;302802328;2023-02-08 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302109416
